EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Masterpiece Ankara String Art - Geyik
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Ankara Tunalı'da, cıvıl cıvıl bir atölyede, güzel müzikler eşliğinde sizi giderek popülerleşen String Art'ı deneyimlemeye çağırıyoruz. Ham bir ahşap plakayı tamamen kendi ellerinizle yalnızca 3 saat içerisinde evinizin en dekoratif parçası haline getirmek istemez misiniz? Sanatçılarımız eşliğinde ahşap plakanızı önce onlarca çeşit renkten dilediğinize boyayacak daha sonra özel olarak tasarlanmış çivi çakma aletinizi kullanırken günün gerginliğini atacaksınız. Son aşamada ise eserinizi sanatçımızın adım adım yönlendirmesi ile yüzlerce ip çeşidimizden evinize ve zevkinize uygun olanlarla doldururken kafanızı tamamen boşaltacak ve terapi gibi bir seans sonrası eserinizi tamamlayacaksınız.Ankara, Tunalı Hilmi'deyiz. İçeceğinizi alı gelmeniz yeterli, müzik ve gerekli tüm malzemeleizden. Sanat konuşuyoruz, kendimiz üretiyoruz, çok eğleniyoruz. Bekleriz."""," 29 Mayıs 2018, Salı - 19:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Renaud Capuçon & Khatia Buniatishvili
","46. İstanbul Müzik Festivali’nde İstanbullu müzikseverler için buluşan bu iki üstün yetenekli solistin seçtiği program bahar aylarının sonunda hafta arası romantik bir soluk almak için harika bir konser olacak.Renaud Capuçon: KemanKhatia Buniatishvili:PiyanoKonser ProgramıAntonín DvorákRomantik Parçalar, op. 75Edvard GriegKeman Sonatı No. 3 Do minör, op. 45César FranckKeman ve Piyano için Sonat La MajöAra dahil 95’ sürer. ""Renaud Capuçon’un yoğun liriklikte ve zenginlikteki tonu ile Khatia Buniatishvili’nin tutkulu piyanistliğinin ideal bir denge oluşturacağını öngörerek ikilinin müzikal birlikteliğinde arabuluculuk yapan, efsanevi piyanist Martha Argerich’ten başkası değildi.Capuçon ve Buniatishvili’nin 2012 yılında Lugano Festivali’nde verdikleri ilk konser öylesine büyük biaşarıyla sonuçlandı ki dostlukları ve işbirlikleri kalıcı oldu.Bugüne kadar Berlin Filarmoni’den NHK Senfoni’ye, La Scala Filarmoni’den Simon Bolivar Orkestrası’na dünyanın önde gelen orkestralarına konuk olan Renaud Capuçon 2017/18 programı kapsamında yine Los Angeles Filarmoni, Viyana Filarmoni, Viyana Senfoni, Suisse Romande Orkestrası, Kraliyet Stockholm Filarmoni, Londra Senfoni, İsrail Filarmoni gibi orkestralar eşliğinde dünyanın dört bir yanında konserler veriyor. Oda müziğine de tutkuyla bağlı olan sanatçı Argerich, Angelich, Barenboim, Bronfman, Wang, Buniatishvili, Grimaud, Pires, Pletnev, Repin, Bashmet ve çellist kardeşi Gautier Capuçon ile birçok festivalde yer aldı. Eleştirmenlerin günümüzün en seçkin kemancılarından olduğu konusunda fikiirliği ettikleri Renaud Capuçon’un çağdaş bestecilerin müziklerini seslendirdiği albümü 2017 Victoires de la Musique tarafından en iyi kayıt seçilirken ECHO Klasik Ödülü’nü de aldı.Gürcü piyanist Khatia Buniatishvili için “şiddetli yoğunluk, canlı imgelem ve katıksız bir coşku” (San Francisco Classical Voice), “klasik müziğin pop starı” (Le Figaro), “korkusuz virtüoz” (BBC Music Magazine) gibi ifadeler kullanan eleştirmenler de onun tutkulu piyanistliğine vurgu yaparlar. BBC Proms, Salzburg, Verbier, La Roque d’Anthéron, Hollywood Bowl gibi festivallerin beğenilen konukları arasında yer alan Khatia Buniatishvili, geçtiğimiz Haziran ayında gerçekleşen G20 Zirvesi’nin başındaki Global Citizen Festivali’nde Coldplay, Shakira, Pharell Williams gibi müzisyenlerin yanı sıra konser verdi. 2017 yılını Los Angeles Filarmoni ve Dresden Filarmoni eşliğinde konserlerle bitiren Khatia Buniatishivi, 2018 yılı başındaki tüm Avrupa’yı kapsayan resital turnesinin ardından Fransa Radyo Filarmoni ile bir Avrupa turnesine çıkıyor.46. İstanbul Müzik Festivali’nde İstanbullu müzikseverler için buluşan bu iki üstün yetenekli solistin seçtiği program bahar aylarının sonunda hafta arası romantik bir soluk almak için harika bir konser olacak."""," 29 Mayıs 2018, Salı - 20:00",,Music," İş Sanat Kültür M., İstanbul"
"
Kapanış Konseri : Makamın Çağdaş Yüzü
","Erimtan Arkeoloji ve Sanat Müzesi Salı Konserleri'nin 2017-18 sezon programı açıklandı.Kapanış Konseri : Makamın Çağdaş YüzüNermin Kaygusuz EnsembleNermin Kaygusuz (Kemençe - Vokal), Miase Bayramoğlu Örümlü (NeyAli BaşeğmezleViyola), Gözde YaşaViyolonselSanat Yönetmeni: Şefik Kahramankaptan"," 29 Mayıs 2018, Salı - 20:30",,Music," Erimtan Müzesi Konser Salonu, Ankara"
"
Sylvan Esso
","ABD’li elektronik pop ikilisi Sylvan Esso, 29 Mayıs'ta Salon İKSV'de...""Indie-folk grubu Mountain Man üyesi Amelia Meath ve nam-ı diğer Made of Oak Nick Sanburn’ün bir araya gelmesiyle kuruldu. 2013’te ilk single “Hey Mami”yi, ardından 2014’te kendi adını taşıyan ilk albümlerini yayımladılar. “Hey Mami” 2014’te “Yılın Şarkısı” seçildi. İlk canlı TV performanslarını, çok yakında dünyayı kası kavuracak sıradaki hitleri “Coffee” ile ‘The Tonight Show Starring Jimmy Fallon’da gerçekleştirdiler. Grup için ibreler artık büyük festivallerin ana sahnelerini gösteriyordu. Coachella, Austin City Limits, Lollapalooza, Primavera Sound gibi birçok dev festivali özgeçmişine özenle işleyen ikili, ikinci albüm ‘What Now’u geçtiğimiz yıl yayımladı. Bu albümle bir de “En İyi Dans/Elektronik Albümü” dalında Grammy adaylığını kapan sevimli ikiliyi bu aralar tutabilene aşk olsun. İstanbullu hayranlarıyla ilk defa buluşmak üzere Salon’dalar.Duyduğunuz belki yepyeni bir ses olmayacak ama bir canlı performans belki de ilk defa bu kadar yüzünüzü güldürecek.""*Biletinizin barkodunu a href=""http://www.garantikonserve.com"" target=""_blank"">KonserV"," 29 Mayıs 2018, Salı - 21:30",,Arts," Salon İKSV, İstanbul"
"
Masterpiece İzmir Resim - Fil
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.İzmir Kıbrıs Şehitleri’ndeyiz. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 30 Mayıs 2018, Çarşamba - 19:00",,Family & Education," Masterpiece İzmir, İzmir"
"
Masterpiece Bursa Resim - Fil
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece Bursa'nın, Nilüfer'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak.Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak..."""," 30 Mayıs 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Bursa , Bursa"
"
Yıldızlarla Oda Müziği-I: Skride Quartet
","Oda müziği aşığı dört solistin müzik tarihinin en sevilen piyanolu dörtlülerini müzikseverlere sunmak üzere bir araya geldiği Skride Quartet, bestecilerin oda müziği eserlerini adeta birer senfonik yapıt gibi ele aldıkları bir programla festivalde...Skride QuartetBaiba Skride keman Lise Berthaud viyola Harriet Krijgh viyolonsel Lauma Skride piyanoProgramFrank BridgePiyanolu Dörtlü için Fantezi, H. 94Wolfgang Amadeus MozartPiyanolu Dörtlü No. 1 Sol minör, KV 478Johannes BrahmsPiyanolu Dörtlü No. 1 Sol minör, op. 25Ara dahil 110’ sürer.19.00-19.30 Konsere Doğru (Fuaye""Asuman Kafaoğlu-Büke’nin “Ludwig Wittgenstein ve aile bağları” başlıklı konuşması (Türkçe""Bu yıl “Aile Bağları” teması etrafında şekillenen İstanbul Müzik Festivali, solo kariyerlerinde dünya çapında üne sahip sanatçılardan oluşan oda müziği topluluklarını dinleyicilerle buluşturan Yıldızlarla Oda Müziği serisinde, iki kardeş tarafından kurulmuş bir grubu ağırlıyor. Oda müziği âşığı dört solistin müzik tarihinin en sevilen piyanolu dörtlülerini müzikseverlere sunmak üzere bir araya geldiği özel bir proje Skride Quartet.The New York Times gazetesinin “derin biilgiden kaynaklanan ve tutkuyla donanan yorumunu geniş bir ses paletinde sunarak” dinleyenleri büyülediğini belirttiği Baiba Skride grubun keman rahlesinde. Piyanodaki hassas tuşesini yüksek virtüözitesiyle harmanladığı yorumculuğu ile yankı uyandıran kardeşi Lauma Skride ise 2008 yılında gerçekleştirdiği Beethoven turnesinin başarısı ile Alman klasik ve romantik müzik repertuvarındaki iddialı yorumculuğunu dünyaya ispatladı. Viyolacı Lise Berthaud 2014 yılında BBC Proms’a ilk kez konuk olduğunda Telegraph gazetesi “güçlü tonu BBC Senfoni Orkestrası’nın üstünde hiç çaba sarf etmeden süzüldü” diye yazmıştı. Brezilya’dan Hong Kong’a geniş bir coğrafyadaki belli başlı orkestralar eşliğinde çalan Berthaud, tüm BBC orkestralarıyla da konserler verdi ve kayıtlar yaptı. 2015/16 sezonunda Avrupa Konser Salonları Organizasyonlarının Yükselen Yıldızı seçilen viyolonselci Harriet Krijgh geçtiğimiz sezon da Boston Senfoni ve Sydney Senfoni Orkestraları ile ilk konserlerinin yanı sıra Viyana Musikverein’in kendisine ayırdığı dört konserlik bir seriyle adından yine çok söz ettirdi.Bestecilerin oda müziği eserlerini de adeta birer senfonik yapıt gibi ele aldıkları bu programda, ilk piyanolu dörtlüsü ile Alman Romantizmi’nin nüvelerini bizlere hissettiren Mozart’ı, Romantizm’in büyük melodi ustası Brahms’ı ve rüya gibi bir eserle Bridge’i dinleyeceğiz."""," 30 Mayıs 2018, Çarşamba - 20:00",,Music," Albert Long Hall, İstanbul"
"
Masterpiece Ankara Heykel - Şirinler
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak. Ankara Tunalı Hilmi’deyiz. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 31 Mayıs 2018, Perşembe - 19:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Masterpiece Galata Heykel - Şirinler
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak.Beyoğlu Galata'dayız. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız  gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 31 Mayıs 2018, Perşembe - 19:00",,Family & Education," Masterpiece Galata Heykel , İstanbul"
"
Masterpiece İzmir Heykel - Şirinler
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak.İzmir Kıbrıs Şehitleri’ndeyiz. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız  gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 31 Mayıs 2018, Perşembe - 19:00",,Family & Education," Masterpiece İzmir, İzmir"
"
Masterpiece Kocaeli Heykel - Şirinler
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece İzmit'in, Burda 41 AVM'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak."""," 31 Mayıs 2018, Perşembe - 19:00",,Family & Education," Masterpiece Kocaeli, Kocaeli"
"
Masterpiece Bursa Heykel - Şirinler
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece Bursa'nın, Nilüfer'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak."""," 31 Mayıs 2018, Perşembe - 19:00",,Family & Education," Masterpiece Bursa , Bursa"
"
Arı Maya
",Umut Vardarlı'nın yönettiği Arı Maya tiyato oyunu izleyicisiyle buluşuyor.Maya ve Willy yeni mezun olmuş minik arılardır. Ancak ikisinin de büyüdüğüne kimse inanmamaktadır. İkili büyüdüklerini ispatlamak için Amazon ormanlarına gidip yıllardır kimsenin görmediği Beyaz İnci’yi getirme kararı alırlar.Uyarlayan ve Yöneten: Umut Vardarlı,"  2 Haziran 2018, Cumartesi - 14:00",,Arts," Akasya Kültür Sanat, İstanbul"
"
İftarlı Süleymaniye Zeyrek
","Bilgi İstasyonu mekanında gerçekleşecek Atölye etkinliği olan İftarlı Süleymaniye Zeyrek etkinliğini kaçırmayın, İftarlı Süleymaniye Zeyrek biletini tükenmeden satın alın.","  2 Haziran 2018, Cumartesi - 15:00",,Hobbies," Bilgi İstasyonu, İstanbul"
"
MSA-El Açması Börek
","El Açması Börek workshop'u, Mutfak Sanatları Akademisi'nde sizlerle...Anneniz ve anneannenizin açtığı böreklerin tadı muhtemelen hala damaklarınızdadır. Neyse ki bu workshop ile; hafızalarınızdaki tatları yeniden keşfederek anneniz ve anneanneniz gibi börek açabilir, pratiğinizi geliştirebilirsiniz. Geleneksel yöntemler ve malzemeler kullanarak börek hamuru hazırlamayı; hamur yoğurma, el ile açma ve pişirme işlemlerine kadar, börek hazırlamanın her aşamasını öğreneceksiniz.Kimler Katılabilir?Kendi evinde ya da işletmesinde el açması börek hazırlamak ve sunmak isteyen mutfak severler, el açması börek alanında tecrübe edinmek isteyen aşçılık veya pastacılık öğrencileri ve mezunları, geleneksel mutfak meraklıları katılabilir.Beyaz peynir ve maydanozlu su böreğiKıymalı kol böreğiPatatesli kol böreği (DemoLaz böreği10.00-17.00","  3 Haziran 2018, Pazar - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Maisky Kesişmeleri
","Efsanevi viyolonselci Mischa Maisky'nin çocukları Sascha ve Lily Maisky ile aile bağlarının dinamizmini müziğe katarak oluşturduğu etkileyici üçlüye bu konserde ünlü viyolacı Maxim Rysanov da katılıyor.Sascha Maisky keman Maxim Rysanov viyola Mischa Maisky viyolonsel Lily Maisky piyano Konser ProgramıGustav MahlePiyanolu Dörtlü La minöPiano Quartet in A minoDmitri ShostakovichPiyanolu Üçlü No. 2 Mi minör, op. 67Piano Trio No. 2 in E minor, op. 67Robert SchumannPiyanolu Dörtlü Mi bemol Majör, op. 47Piano Quartet in E-flat Major, op. 47Ara dahil 95’ sürer.19.00-19.30 Konsere Doğru (Üst FuayeGaye Soley’in “Müzik ve aile arasındaki çok yönlü ilişki” başlıklı konuşması (TürkçeMaisky soyadı müzikseverlerin aklına artık sadece viyolonselci Mischa Maisky’i getirmiyor; baba Maisky’nin müziğin içine doğan kızı Lily ve oğlu Sascha’yla birlikte bu soyadı, müzik yaşamının önemli müzisyen ailelerinden birine işaret ediyor. Aile bağlarının dinamizmini müziğe katarak birbirlerinin sanatsal arzularını ve eğilimlerini anlayan güçlü bir üçlü oluşturan Maiskylerin 2018 bahar programında Berlin Filarmoni Salonu’nda Moskova Solistleri eşliğinde verecekleri konser göze çarpıyor.Piyanoya dört yaşında başlayan 1987 doğumlu Lily Maisky Avrupa’dan Uzakdoğu’ya uzanan uluslararası bir kariyer sürdürüyor. Verbier Festivali, Martha Argerich Projesi, Schleswig Holstein Müzik Festivali, Julian Rachlin ve Arkadaşları ve Utrecht Uluslararası Oda Müziği Festivali gibi festivallere de konuk olan genç piyanist Deutsche Grammophon ve EMI etiketleriyle çıkan çeşitli albümlerde yer alıyor.  Üç yaşında kemana başlayan 1989 doğumlu Sascha Maisky ise Carnegie Hall’daki ilk konserinde Maxim Vengerov, Victoria Mullova ve Martha Argerich gibi önemli sanatçılarla birlikte sahneye çıktı. Genç kemancının Avrupa’nın seçkin salonlarında verdiği solo ve oda müziği konserleri beğeni topluyor.Bu konserde Maisky ailesine katılan Maxim Rysanov, nefes kesen karizmaya sahip  bir viyolacı olarak tanımlanıyor. Gramophone dergisinin “viyolacılar arasında bir prens” ilan ettiği sanatçının yorumları için eleştirmenlerin en sık kullandığı ifadeler “tutkulu, içe işleyen, baştan çıkarıcı, canlı, dokunaklı”. Ünlü virtüöz BBC Proms, Edinburgh, Salzburg, Verbier gibi festivallerin ve Berlin Senfoni’den Şanghay Senfoni’ye, Mariinsky Orkestrası’ndan Seattle Senfoni’ye dünyanın dört bir yanındaki orkestraların aranılan konukları arasında.Bu konserin kilit taşı elbette İstanbul Müzik Festivali’nin bu yıl kendisine Yaşam Boyu Başarı Ödülü sunduğu efsanevi viyolonselci Mischa Maisky. Çağımızın önde gelen tüm orkestraları ve şefleriyle konserler veren ve bol ödüllü albümler kaydeden Maisky oda müziği projelerinde de sık sık Martha Argerich, Radu Lupu, Evgeny Kissin, Lang Lang, Gidon Kremer, Yuri Bashmet gibi virtüözlerle bir araya geliyor.","  4 Haziran 2018, Pazartesi - 20:00",,Music," K. Süreyya Operası, İstanbul"
"
Fatih Erkoç
","Türkiye'de caz müzik sanatçısı olarak akla ilk gelen isimlerden biri olan Fatih Erkoç, bu kez BÜMED için söylüyor.Kapı Açılış 20:00Fatih Erkoç 21:30Yıllarını müziğe adamış; trombon, flüt, gitar, basgitar, keman, saksafon, trompet ve ud gibi çeşitli enstrümanlarda yetkinlik sahibi sevilen sanatçı Fatih Erkoç Zorlu PSM Studio’da sevenleri ile buluşuyor. Uzun sürelerce tromboncu ve solist olarak TRT Hafif Müzik ve Caz Orkestrası ile birçok caz konseri gerçekleştiren, radyo ve televizyon programlarına katılan müzisyen, ayrıca İtalya, Fransa, Finlandiya, Hollanda ve Amerika'da caz festivallerine de katıldı. Kariyeri süresince çıkardığı başarılı albümleri, uluslararası yarışmalardaki başarıları, binlerce dinleyiciye ulaştığı konserleri ve yapmış olduğu nitelikli müzik programları ile müzikseverlerin hayatında önemli bir yer edinen Fatih Erkoç 20 Mart Salı akşamı Zorlu PSM Studio sahnesinde performans sergileyecek.Zorlu PSM ve Atlantis Yapım iş birliği ile Boğaziçi Üniversitesi Mezunlar Derneği için yapılacak olan gecede Fatih Erkoç şarkıları ile unutulmaz bir konser deneyimi yaşamak için davetlisiniz!","  5 Haziran 2018, Salı - 20:00",,Music," Zorlu Performans Sanatları M., İstanbul"
